"plu_balanza","nombre","precio_venta","codigo_barra_externo","mg"
"1638","PROTEIN WILD CHOCOLATE 45G","1490","0163800000","25"
"1639","PROTEIN WILD CARAMELO 45G","1490","0163900000","25"
"1640","KINDER BUENO 21.5G","950","0164000000","25"
"1641","KINDER MAXI 21G","850","0164100000","25"
"1642","NIKOLO 24G","400","0164200000","25"
"1643","TUYO COSTA 19G","250","0164300000","25"
"1644","FERRERO ROCHER 37.5G","2610","0164400000","25"
"1645","RITTER SPORT CHOCOLATE 100G","2300","0164500000","25"
"1646","HUEVO SORPRESA MINNIE","1600","0164600000","25"
"1647","HUEVO SORPRESA BABY SHARK","1600","0164700000","25"
"1648","SAHNE NUSS PASAS AL RON 250G","6790","0164800000","25"
"1649","HOBBY 35G","750","0164900000","25"
"1650","PRESTIGIO NESTLE 35G","700","0165000000","25"
"1651","RICOLATE 28G","300","0165100000","25"
"1652","CEREAL BAR CHOCOLATE","250","0165200000","25"
"1653","CEREAL BAR FRUTA YOGHURT","250","0165300000","25"
"1654","CHUPA CHUPS XTREME BITES","1000","0165400000","25"
"1655","CAPRI ALMENDRA 30G","500","0165500000","25"
"1656","GOLPE 27G","400","0165600000","25"
"1657","PUSH POP 14G","600","0165700000","25"
"1658","M&M MINI CANDIES","1650","0165800000","25"
"1659","POWER RING","350","0165900000","25"
"1660","ALKA 2 FRIO MANZANA","650","0166000000","25"
"1661","HALLS FRUIT MIX","400","0166100000","25"
"1662","MENTOS FANTA 29G","550","0166200000","25"
"1663","TRIDENT SANDIA 8.5G","400","0166300000","25"
"1664","BIGTIME FRESH ICE","450","0166400000","25"
"1665","ORBIT WHITE","890","0166500000","25"
"1666","TRIDENT INFINIT AZUL 26.6G","1100","0166600000","25"
"1667","BAZOOKA TUTTIFRUTI","250","0166700000","25"
"1668","BAZOOKA MENTA","200","0166800000","25"
"1669","CHICLE UNICORNIOS FRAMB","200","0166900000","25"
"1670","BALLERINA PLATANO CAFE 750ML","1800","0167000000","25"
"1671","BALLERINA HIPOALERGENICO 750ML","1800","0167100000","25"
"1672","BALLERINA MANZANILLA 750ML","1800","0167200000","25"
"1673","BALLERINA COCO JAZMIN 750ML","1800","0167300000","25"
"1674","BALLERINA DURAZNO JOJOBA 750ML","1800","0167400000","25"
"1675","BALLERINA MAQUI ACOND 750ML","1800","0167500000","25"
"1676","BALLERINA CARBON ACT ACOND 750","1800","0167600000","25"
"1677","BALLERINA DURAZNO ACOND 750ML","1800","0167700000","25"
"1678","BALLERINA GRANADA ACOND 750ML","1800","0167800000","25"
"1679","BALLERINA COCO JAZMIN ACOND 75","1800","0167900000","25"
"1680","SHAMPOO KADUS VAINICOCO 900ML","1300","0168000000","25"
"1681","POETT MUSICA PRIMAVERA 250ML","750","0168100000","25"
"1682","LS JABON LIQUIDO MANZANA 750ML","1950","0168200000","25"
"1683","BALLERIN JABON LIQ YOGBERR 900","1950","0168300000","25"
"1684","PEPSODENT XTRA WHITENING 90G","1550","0168400000","25"
"1685","SKITTLES SOUR 51G","1300","0168500000","25"
"1686","SKITTLES WILD BERRY 51G","1300","0168600000","25"
"1687","PANTENE ACOND MICELAR 400L","4050","0168700000","25"
"1688","ELVIVE SHAMPOO HIALURONICO PUR","3500","0168800000","25"
"1689","HEAD&SHOULD ACOND SUAVE Y MANE","4670","0168900000","25"
"1690","HEAD&SHOULD ACOND MANZ FRESH","4670","0169000000","25"
"1691","HEAD&SHOULD ACOND REVITALIZACI","4670","0169100000","25"
"1692","HEAD&SHOULD ACOND LIMPIEZA REN","4670","0169200000","25"
"1694","PANTENE SHAMPOO COLAGENO 300ML","3400","0169400000","25"
"1695","PANTENE ACOND RIZOS DEF 400ML","3890","0169500000","25"
"1696","PANTENE ACOND LISO EXTR 400ML","3890","0169600000","25"
"1697","PANTENE ACOND CONTR CAIDA 400M","4050","0169700000","25"
"1698","PANTENE ACOND RESTAURACION 400","3890","0169800000","25"
"1699","PANTENE SHAMPOO CUID CLAS 400M","4290","0169900000","25"
"1701","SALSA TOMATES LUCCHETTI NAT","750","0170100000","25"
"1702","SCONES BIZCOCHO 250G","2600","0170200000","25"
"1703","MAGISTRAL LIMON 500ML","3400","0170300000","25"
"1704","GALLETAS DULCES COCO FRUNA 500","1400","0170400000","25"
"1705","GALLETAS DULCES VAIN FRUNA 500","1400","0170500000","25"
"1706","GALLETAS COCO FRUNA 750G","2100","0170600000","25"
"1707","GALLETAS GOTERON FRUNA 1KG","2650","0170700000","25"
"1708","BETUN LIQUIDO CAFE 60ML","2270","0170800000","25"
"1709","BETUN PASTA VIRGINIA NEGRO","1850","0170900000","25"
"1710","CLORINDA CLORO GEL LAVANDA 900","1900","0171000000","25"
"1711","BETUN PASTA VIRGINIA NEGRO 17M","350","0171100000","25"
"1712","QUIX CONCENTRADO 75ML","350","0171200000","25"
"1713","ZIPLOC 9 BOLSAS","2100","0171300000","25"
"1714","SOPROLE JALEA SPLASH MANZANA","300","0171400000","25"
"1715","LAYS MERKEN 180G","2200","0171500000","25"
"1716","OMO ALOE VERA SOFT 400G","1400","0171600000","25"
"1717","SOPROLE DULCE DE LECHE 200G","1100","0171700000","25"
"1718","SOPROLE DULCE DE LECHE 400G","2090","0171800000","25"
"1719","COLUN MANJAR TRAD. POTE 200G","1180","0171900000","25"
"1720","BALLERINA SHAMPOO COCOARG 750","1800","0172000000","25"
"1721","BALLERINA SHAMPOO DETOX 750ML","1800","0172100000","25"
"1722","MINI COCADITAS COSTA 35G","300","0172200000","25"
"1723","AGUA SIN SAL MCKAY 180G","1350","0172300000","25"
"1724","COSTA LIMON 140G","1000","0172400000","25"
"1725","COSTA CHOCO CHIPS 125G","1100","0172500000","25"
"1726","COSTA CHOCOLATE 140G","1000","0172600000","25"
"1727","COSTA CHAMPA A 140G","1900","0172700000","25"
"1728","ALFI MARINELA 60G","800","0172800000","25"
"1729","GRAN CEREAL CLASICA 135G","1000","0172900000","25"
"1730","NUTRABIEN CHOCOCHIPS 50G","700","0173000000","25"
"1731","ECCO NESTLE 50G","1790","0173100000","25"
"1732","ECCO NESTLE 100G","2990","0173200000","25"
"1733","CORBATAS LUCCHETTI 400G","1300","0173300000","25"
"1734","RITTER SPORT WHOLE HAZELN 100G","2300","0173400000","25"
"1735","RITTER SPORT NOIR P SEMI AM 10","2300","0173500000","25"
"1736","RITTER SPORT MAZAPAN 100G","2300","0173600000","25"
"1737","GULLON FINAS CHOCOLECHE 150G","3700","0173700000","25"
"1738","GULLON SANDWICH CHOCOLATE 250G","3250","0173800000","25"
"1739","GULLON FIBRA INTEGRAL 170G","2250","0173900000","25"
"1740","GULLON CHIP CHOCO 150G","2250","0174000000","25"
"1741","ATUN NUESTRA CASA EN AGUA 160G","1450","0174100000","25"
"1742","LIPTON YELLOW LABEL 20B","2250","0174200000","25"
"1743","ATUN VAN CAMPS EN ACEITE 142G","1700","0174300000","25"
"1744","ATUN NUESTRA CASA ACEITE 160G","1450","0174400000","25"
"1745","JUREL SAN JOSE EN ACEITE 170G","1100","0174500000","25"
"1746","JUREL SAN JOSE AHUMADO 170G","1100","0174600000","25"
"1747","CHORITOS ANTARTIC EN AGUA 190G","1500","0174700000","25"
"1748","PALMITOS ESMERALDA RODAJ 400G","2500","0174800000","25"
"1749","ESMERALDA CHAMPI ONES ENT 400G","2150","0174900000","25"
"1750","ESMERALDA CHAMPI ONES LAM 400G","2000","0175000000","25"
"1751","ATUN VAN CAMPS EN AGUA 142G","1700","0175100000","25"
"1752","ACONCAGUA PERAS MITADES 425G","1760","0175200000","25"
"1753","ACONCAGUA CEREZAS ENTERAS 580G","2390","0175300000","25"
"1754","ACONCAGUA ARVEJAS SALMUERA 420","850","0175400000","25"
"1755","MOROCHA MCKAY 80G","850","0175500000","25"
"1756","TRENCITO GALLETA 130G","1700","0175600000","25"
"1757","WASIL FRUTILLAS 410G","1990","0175700000","25"
"1758","RIDETTI DURAZNOS MITADES 410G","1550","0175800000","25"
"1759","ESPARRAGOS DEYCO 425G","3100","0175900000","25"
"1760","PALMITOS DEYCO TROZOS 400G","2100","0176000000","25"
"1761","ESMERALDA PALMITOS SPAGH 400G","2500","0176100000","25"
"1762","ESMERALDA DURAZNOS CUBITOS 425","1600","0176200000","25"
"1763","LOBOS SAL PARRILLERA 750G","2050","0176300000","25"
"1764","HELLMANNS SUPREME DELI 372G","2590","0176400000","25"
"1765","KRAFT MAYO DELI 650G","2500","0176500000","25"
"1766","HELLMANNS KETCHUP 250G","2050","0176600000","25"
"1767","HELLMANNS KETCHUP 900G","3000","0176700000","25"
"1768","HELLMANNS MAYONESA 93G","1050","0176800000","25"
"1769","QUESO RALLAD COLUN REGGIAN 80G","1700","0176900000","25"
"1770","QUILLAYES QUESO RALLA PARMES40","900","0177000000","25"
"1771","HELLMANNS KETCHUP 100G","990","0177100000","25"
"1772","KRAFT KETCHUP 90G","690","0177200000","25"
"1773","DON JUAN AJI CHILENO CREMA 100","400","0177300000","25"
"1774","DON JUAN MAYONESA 100G","470","0177400000","25"
"1775","DON JUAN SALSA QUESO 100G","750","0177500000","25"
"1776","DON JUAN SALSA AJO 100G","1000","0177600000","25"
"1777","HELLMANNS MAYONESA 186G","1400","0177700000","25"
"1778","EDRA ESENCIA VAINILLA 60ML","500","0177800000","25"
"1779","ESENCIA PAN DE PASCUA 250ML","3250","0177900000","25"
"1780","MAGGI POLLO MERKEN PARA 1","450","0178000000","25"
"1781","SALSA BLANCA MAGGI 36G","990","0178100000","25"
"1782","SALSA CHAMPI ONES MAGGI 36G","990","0178200000","25"
"1783","BASE PESCADO FRITO MAGGI 85G","950","0178300000","25"
"1784","BASE CARNE CACEROLA MAGGI 36G","950","0178400000","25"
"1785","CREMA DE CHOCLO MAGGI 79G","990","0178500000","25"
"1786","CREMA DE ESPARRAGOS 68G","990","0178600000","25"
"1787","SOPA POLLO FIDEOS MAGGI 70G","750","0178700000","25"
"1788","SOPA POLLO ARROZ MAGGI 70G","750","0178800000","25"
"1789","SOPA CARACOLITOS MAGGI 76G","750","0178900000","25"
"1790","SOPA COSTILLA FIDEOS MAGGI 60G","750","0179000000","25"
"1791","SOPA CARNE SEMOLA MAGGI 68G","750","0179100000","25"
"1792","QUINOA BANQUETE 400G","3450","0179200000","25"
"1793","VIRUTEX GUANTES M","2900","0179300000","25"
"1794","VIRUTEX TOALLAS DESINFECT 50U","3750","0179400000","25"
"1795","VANISH BLANCO TOTAL 30G","700","0179500000","25"
"1796","VANISH POTENCIADOR 30G","700","0179600000","25"
"1797","VIRUTILLA BRILLA SOL","950","0179700000","25"
"1798","HELLMANNS SUPREME ARTESANA 380","3800","0179800000","25"
"1799","MARUCHAN POLLO PICANTE 64G","1490","0179900000","25"
"1800","MARUCHAN CAMARON 64G","1490","0180000000","25"
"1801","MARUCHAN POLLO 64G","1490","0180100000","25"
"1802","MARUCHAN CARNE ASADA 64G","1490","0180200000","25"
"1803","COSTA VIZZIO 120G","2550","0180300000","25"
"1804","QUAKER PROTEINA MULTISEM 346G","3800","0180400000","25"
"1805","DORITOS SWEET CHILI 66G","1000","0180500000","25"
"1806","ALGODON REDONDO 80G","1550","0180600000","25"
"1807","DON JUAN MAYONESA CLASICA 380G","1660","0180700000","25"
"1808","PAN MASA MADRE INTEGRAL 390G","1500","0180800000","25"
"1809","SUPREMO MANZANILLA 20B","1300","0180900000","25"
"1810","CAROZZI SEMOLA 250G","890","0181000000","25"
"1811","COLUN MANJAR TRADICIONAL 500G","2420","0181100000","25"
"1812","KOTEX TAMPONES MINI 8U","2920","0181200000","25"
"1813","KOTEX TAMPONES REGULAR 8U","2920","0181300000","25"
"1814","MANJARATE PEANUT BUTTER 80G","690","0181400000","25"
"1815","SOPROLE SEMOLA CARAMELO 140G","660","0181500000","25"
"1816","SOPROLE SEMOLA FRAMBUESA 140G","700","0181600000","25"
"1817","LONCO LECHE CREMA S/LACTO 200M","1620","0181700000","25"
"1818","VIVO PROTEIN MANI CARAMELO 15G","1000","0181800000","25"
"1819","VIVO PROTEIN CHOCOLATE 15G","1000","0181900000","25"
"1820","SCHICK 3 HOJAS DOBLE FILO","550","0182000000","25"
"1821","SCHICK XTREME3 PIEL NORMAL 3H","890","0182100000","25"
"1822","KRAC CERA CON CARNAUBA 300CC","1300","0182200000","25"
"1823","SALVADO SELZ CHIA 519G","2950","0182300000","25"
"1824","IDEAL COMPLETO XL 6PZAS.","2300","0182400000","25"
"1825","PAPEL ALUMINIO 4MTS","1250","0182500000","25"
"1826","SOPROLE 1 + 1 CHOCOKRISPIS","710","0182600000","25"
"1827","NESTLE SEMOLA CARAMELO","680","0182700000","25"
"1828","NESTLE SEMOLA FRAMBUESA","680","0182800000","25"
"1829","NESTLE FLAN CHOCOLATE","390","0182900000","25"
"1830","SOPROLE MANJARATE ZEROLACTO","750","0183000000","25"
"1831","LOVELY PONY SURPRISE","1800","0183100000","25"
"1832","PROPOLEO PRO PLUS MIEL","500","0183200000","25"
"1833","PROPOLEO PRO PLUS MENTA","500","0183300000","25"
"1834","LA CRIOLLA HARINA MAIZ BL 1KG","1990","0183400000","25"
"1835","DANTE CHOCOLATE 150GRS","5450","0183500000","25"
"1836","DANTE CHOCOLATE 150GRS","5450","0183600000","25"
"1837","NESTLE FITNESS ORIGINAL 30G","450","0183700000","25"
"1838","NESTLE FITNESS ORIGINAL 330G","3100","0183800000","25"
"1839","LADYSOFT BASICA 8U","750","0183900000","25"
"1840","KOTEX NOCTURNA ULTRAFINA","1790","0184000000","25"
"1841","NOSOTRAS PROTEC DIARIOS 15U","700","0184100000","25"
"1842","NOSOTRAS NATURAL NORM ALAS 8U","880","0184200000","25"
"1843","SOPROLE 1 + 1 ZUCARITAS","710","0184300000","25"
"1844","YOGU YOGU VAINILLA 200ML","590","0184400000","25"
"1845","SOPROLE CREMA PARA BATIR 1L","5100","0184500000","25"
"1846","NESTLE ECCO 1070G","4100","0184600000","25"
"1847","COLUN ORIGEN VAINILLA 120G","330","0184700000","25"
"1848","COLUN ORIGEN NATU 120G","330","0184800000","25"
"1849","COLUN FLAN DEL SUR CARAME 100G","400","0184900000","25"
"1850","CARIOCA 140G","750","0185000000","25"
"1851","SERRANITA 140G","750","0185100000","25"
"1852","DINO BLOCKS","1800","0185200000","25"
"1853","GULLON BIZCOCHOS 200G","2050","0185300000","25"
"1854","FRUNA SANDIA MARSHMALLOWS 500G","2050","0185400000","25"
"1855","REESES NUTRAGEOUS 47G","1150","0185500000","25"
"1856","REESES 2PEANUT BUTTER CUPS 42G","1000","0185600000","25"
"1857","CHUPA CHUPS XTREMES FRUTAS 57G","1000","0185700000","25"
"1858","NUTELLA B READY 22G","950","0185800000","25"
"1859","HERSHEYS COOKIES N CREME 102G","1700","0185900000","25"
"1860","COLACAO PILLOWS 200G","1850","0186000000","25"
"1861","COLACAO PILLOWS 350G","3300","0186100000","25"
"1862","NOBLE DOBLE HOJA 6R","1600","0186200000","25"
"1863","QUITAESMALTE OL KADUS NORM 110","2150","0186300000","25"
"1864","NIVEA SOFT 49G","3900","0186400000","25"
"1865","DOVE STICK ORQUIDEAS VIT E","3500","0186500000","25"
"1866","DOVE STICK ACEITE CALEND VIT E","3500","0186600000","25"
"1867","VIVO PROTEIN BERRIES 40G","1000","0186700000","25"
"1868","BALLERINA JAB. LIQ YO ARAN 750","1950","0186800000","25"
"1869","BALLERINA JAB. LIQ AV. ALM 750","1950","0186900000","25"
"1870","BALLERINA JAB LIQ EUCALILI 750","1950","0187000000","25"
"1871","BALL JAB VAINICOCO","1950","0187100000","25"
"1872","BALLERINA JAB. LIQ VIOSILV 750","1950","0187200000","25"
"1873","SOPROLE PROTEIN+ MARACUYA 155G","690","0187300000","25"
"1874","SOPROLE PROTEIN+ CHIRIMOYA 155","690","0187400000","25"
"1875","MILKA GANZE HASELNUSSE 100G","2690","0187500000","25"
"1876","NESTLE LECHE CONDENSADA 25G","300","0187600000","25"
"1877","TRIDENT X GAMERS COD 18UN","2550","0187700000","25"
"1878","COLUN FLAN CHOCOLATE 100G","360","0187800000","25"
"1879","AJI CHILENO JB","1550","0187900000","25"
"1880","MAGDALENAS 3 LECHES AG. PIEDRA","1100","0188000000","25"
"1881","MAGDALENAS LIMON AGUA DE PIEDR","1100","0188100000","25"
"1882","QUEQUE CHOCOLATE AG. PIEDR 225","1950","0188200000","25"
"1883","QUEQUE LIMON AGUA DE PIEDR 225","1950","0188300000","25"
"1884","MIL HOJAS TRADIC. AG. PIED 280","3200","0188400000","25"
"1885","CHILENITOS MERENGUE MANJAR 230","3300","0188500000","25"
"1886","PRINCIPES AGUA DE PIEDRA 230G","3100","0188600000","25"
"1887","QUEQUE VAINILLA AG. PIEDRA 225","1950","0188700000","25"
"1888","TAKIS WAPAS FUEGO 40G","950","0188800000","25"
"1889","TAKIS XPLOSION 49G","1000","0188900000","25"
"1890","TAKIS ORIGINAL 113G","1800","0189000000","25"
"1891","TAKIS FUEGO 113G","1800","0189100000","25"
"1892","TAKIS XPLOSION 200G","2300","0189200000","25"
"1893","TAKIS ORIGINAL 200G","2300","0189300000","25"
"1894","TAKIS FUEGO 200G","2300","0189400000","25"
"1895","KRAFT MAYO DELI 350G","2790","0189500000","25"
"1896","DAILY FLAN VAINILLA 10P","890","0189600000","25"
"1897","YERBA MATE TARAGUI TRADIC 250G","1800","0189700000","25"
"1898","ACONCAGUA COCTEL FRUTAS 425G","1950","0189800000","25"
"1899","KOTEX NOCTURNAS C/ALAS 8UN","1260","0189900000","25"
"1900","NESTLE COCOSELLE 46G","950","0190000000","25"
"1901","LYSOL LAVANDA 900ML","1950","0190100000","25"
"1902","BABY SEQUITOS TOALLITAS 50UN","1500","0190200000","25"
"1903","TABLETON INFANCIA 50G","250","0190300000","25"
"1904","LOS ALERCES YOGHURT PLATAN 120","300","0190400000","25"
"1905","LOS ALERCES YOGHURT MORA 120G","300","0190500000","25"
"1906","LOS ALERCES YOGHURT FRUTI 120G","300","0190600000","25"
"1907","LOS ALERCES YOGHURT FRAMB 120G","300","0190700000","25"
"1908","SOPROLE S/AZUCAR DURAZNO 120G","350","0190800000","25"
"1909","SOPROLE S/AZUCAR VAINILLA 120G","350","0190900000","25"
"1910","COLUN ORIGEN FRUTILLA 120G","330","0191000000","25"
"1911","SOPROLE LECHE ASADA P. ABUELA","690","0191100000","25"
"1912","VIVO MERMELADA FRAMBUESA 175G","1300","0191200000","25"
"1913","VIVO MERMELADA MORA 175G","1300","0191300000","25"
"1914","VIVO MERMELADA DURAZNO 175G","1300","0191400000","25"
"1915","GALLETAS SANTIAGO COCO 250G","1400","0191500000","25"
"1916","FINI DENTADURAS 15G","250","0191600000","25"
"1917","SOPA PARA UNO POLLO","450","0191700000","25"
"1918","SOPA PARA UNO COSTILLA","450","0191800000","25"
"1919","SOPA PARA UNO CONSOME POLLO","450","0191900000","25"
"1920","FRUTILLA ENTERA ESMERALDA 410G","1950","0192000000","25"
"1921","COMPOTA MANZANA NESTLE","500","0192100000","25"
"1922","ALKA 2 FRIO CEREZA","650","0192200000","25"
"1923","PROTEIN WILD CHOC-MANI 45G","1490","0192300000","25"
"1924","NATUR MAIZ 100G","1460","0192400000","25"
"1925","NATUR ARROZ 100G","1460","0192500000","25"
"1926","MENTITAS AMBROSOLI 25G","300","0192600000","25"
"1927","GRETEL CHOCOLATE 85G","1550","0192700000","25"
"1928","GRETEL CHOCOLATE BLANCO 85G","1550","0192800000","25"
"1929","GRETEL YOGHURT FRUTILLA 85G","1550","0192900000","25"
"1930","CEREAL BAR CHIPS CHOCOLATE 21G","250","0193000000","25"
"1931","SANDIA AMBROSOLI 25G","250","0193100000","25"
"1932","ALFAJOR 3 CAPAS DULDIA NEGR 60","650","0193200000","25"
"1933","SKITTLES ORIGINAL 61G","1300","0193300000","25"
"1934","NUTTINO CREMA","200","0193400000","25"
"1935","COLUN YOG S/LACTOSA VAINI 125G","330","0193500000","25"
"1936","HEIDI DARK EXTREME 80G","2990","0193600000","25"
"1937","TRENTO AVELLANAS 32G","800","0193700000","25"
"1938","TRENTO BLANCO COOKIES 30G","800","0193800000","25"
"1939","MY PUPPY 5GRS","1600","0193900000","25"
"1940","MASHMELLOW WILLI EIRL","1100","0194000000","25"
"1941","PAPEL HIGI NICO SUAN 4R","1100","0194100000","25"
"1942","ZUCOSOS NESTLE 30G","550","0194200000","25"
"1943","ESENCIA VAINILLA LA PRIMERA 60","700","0194300000","25"
"1944","LOLLI POP FRUTAS","300","0194400000","25"
"1945","ACEITE PRIMOR 900ML","2000","0194500000","25"
"1946","EUCALIPTUS MENTHOL 45G","300","0194600000","25"
"1947","MAGDALENAS COCO RALL AG. PIEDR","1100","0194700000","25"
"1948","WASIL FRUTILLAS ENTERAS 500G","2000","0194800000","25"
"1949","POROTOS ROJOS WASIL 380G","1510","0194900000","25"
"1950","WASIL CREMA LENTEJAS 380G","1890","0195000000","25"
"1951","SOPROLE S/AZUCAR PI A 120G","330","0195100000","25"
"1952","SOPROLE YOGHITO FRUTILLA 120G","270","0195200000","25"
"1953","SOPROLE ZEROLACTO VAINILLA 120","400","0195300000","25"
"1954","COSTA MANTEQUILLA 140G","1000","0195400000","25"
"1955","COSTA COCO 140G","1000","0195500000","25"
"1956","BATIFRUT DURAZNO 165G SOPROLE","670","0195600000","25"
"1957","SOPROLE PROTEIN+ FRUTILLA 155G","690","0195700000","25"
"1958","SOPROLE ARROZ C/ LECHE 130G","730","0195800000","25"
"1959","SOPROLE JALEA GUINDA 110G","300","0195900000","25"
"1960","SOPROLE JALEA FRAMBUESA 110G","300","0196000000","25"
"1961","SOPROLE JALEA TUTTI POP 110G","300","0196100000","25"
"1962","PROTEIN WILD CHOC-NARANJA 45G","1490","0196200000","25"
"1963","MOGUL OSITO 25G","300","0196300000","25"
"1964","MOGUL FRUTALES 35G","350","0196400000","25"
"1965","BIGTIME ENERGY","450","0196500000","25"
"1966","COQUET FRUTILLA 95G","1000","0196600000","25"
"1967","COQUET ALMENDRA 95G","1000","0196700000","25"
"1968","COLONIA PINK BABYLAND 210ML","2790","0196800000","25"
"1969","TOALLITAS HUMEDAS SIMONDS 60U","1990","0196900000","25"
"1970","PINGUINOS CHOCOLATE MARINELA 8","1050","0197000000","25"
"1971","BON O BON TABLETA LECHE 95G","1500","0197100000","25"
"1972","MOGUL EXTREME 35G","350","0197200000","25"
"1973","ORLY FRAMBUESA 95G","1300","0197300000","25"
"1974","ARROZ SERRANO G2 1KG","1650","0197400000","25"
"1975","COLUN JALEA FRAMBUESA 100G","300","0197500000","25"
"1976","COLUN JALEA NARANJA 100G","300","0197600000","25"
"1977","COLUN FLAN VAINILLA 100G","360","0197700000","25"
"1978","VIVO MIFRUT DURAZNO 90G","570","0197800000","25"
"1979","COLUN CAPPUCCINO 330ML","990","0197900000","25"
"1980","COLUN CARAMELO 330ML","990","0198000000","25"
"1981","COLUN LECHE CHOCOLATE 200ML","550","0198100000","25"
"1982","HUEVO SORPRESA TORTUGAS","1200","0198200000","25"
"1983","HUEVO SORPRESA BEBES","1200","0198300000","25"
"1984","HUEVO SORPRESA PEPPA PIG","1200","0198400000","25"
"1985","TRIDENT INFINIT VERDE 26.6G","1100","0198500000","25"
"1986","CREMA POLLO MAGGI 72G","990","0198600000","25"
"1987","LAYS ARTESANAS SAL DE MAR 95G","1500","0198700000","25"
